md5key,rawtext,substitutetext,targetlanguage,contextid
c8b7e288f9c213465486c7960a626627,3rd session - Enovation (EN),3rd session - Enovation (EN),id,537
69ca02a904d180af9a5fef41c6bc48a6,4th session - 3&Punt (ES),4th session - 3&Punt (ES),id,537
b5de3344734bf4ec9521619030c9a754,5th session - BuenData (ES),5th session - BuenData (ES),id,537
23ab257d1d0d24b5b9bee1164ff51d99,Share a photo - Join the celebration!,Bagikan foto - Bergabunglah dalam perayaan!,id,176766
19b44f3c15d2261c0728fe8756bf471d,Pre-placement test,Tes pra-penempatan,id,540
8a0bbaba44953580b6ed3ec9078dcc70,Webinar recording 'What is the MEC?',Rekaman webinar 'Apa itu MEC?',id,295896
b340fd5d1736dd8a2a76ceabf4962d93,"
<p dir=""ltr"">https://youtu.be/w-7j6Vbq1_Y</p>
<p dir=""ltr"">If you missed the webinar, you can watch the recording on YouTube above, or download it via the link below.&nbsp;<br></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><i class=""fa fa-file-video-o"" aria-hidden=""true""></i>&nbsp;<a href=""https://moodle.academy/pluginfile.php/295896/mod_page/content/3/WhatIsTheMEC.mp4"" title=""Download webinar recording"">Download webinar recording</a>* (58MB)<br><br></p>
  
      <p dir=""ltr""><i class=""fa fa-file-text-o"" aria-hidden=""true""></i>&nbsp;Download webinar transcript* (<a href=""https://moodle.academy/pluginfile.php/295896/mod_page/content/3/WhatIsTheMEC.srt"" title="".srt"">.srt</a>) | (<a href=""https://moodle.academy/pluginfile.php/295896/mod_page/content/3/WhatIsTheMEC.txt"" title="".txt"">.txt</a>)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">how can I view subtitles on the video files?</a></p>

    <!--- KEEP COMMENTED OUT UNTIL TRANSCRIPT IS READY 
    <p dir=""ltr""><i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i>&nbsp;<a href=""#"" title=""Download slides from the webinar"">Download slides from the webinar</a> (.pdf)<br><br></p>
END OF COMMENT --->

</div>
<div id=""urlintro"">
    <div><br>* To download, right click on the links and choose&nbsp;<strong>Save link as...</strong>&nbsp;/&nbsp;<strong>Download linked file</strong><br></div>
</div>","
<p dir=""ltr"">https://youtu.be/w-7j6Vbq1_Y</p>
<p dir=""ltr"">Jika Anda melewatkan webinar, Anda dapat menonton rekamannya di YouTube di atas, atau mendownloadnya melalui link di bawah ini.&nbsp;<br></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><i class=""fa fa-file-video-o"" aria-hidden=""true""></i>&nbsp;<a href=""https://moodle.academy/pluginfile .php/295896/mod_page/content/3/WhatIsTheMEC.mp4"" title=""Unduh rekaman webinar"">Unduh rekaman webinar</a>* (58MB)<br><br></p>
  
      <p dir=""ltr""><i class=""fa fa-file-text-o"" aria-hidden=""true""></i>&nbsp;Unduh transkrip webinar* (<a href=""https:// moodle.academy/pluginfile.php/295896/mod_page/content/3/WhatIsTheMEC.srt"" title="".srt"">.srt</a>) | (<a href=""https://moodle.academy/pluginfile.php/295896/mod_page/content/3/WhatIsTheMEC.txt"" title="".txt"">.txt</a>)<br><span class =""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">bagaimana cara melihat subtitle pada video file?</a></p>

    <!--- KEEP COMMENTED OUT UNTIL TRANSCRIPT IS READY 
    <p dir=""ltr""><i class=""fa fa-file-pdf-o"" aria-hidden=""true""></i>&nbsp;<a href=""#"" title=""Unduh slide dari webinar"">Unduh slide dari webinar</a> (.pdf)<br><br></p>
END OF COMMENT --->

</div>
<div id=""urlintro"">
    <div><br>* Untuk mengunduh, klik kanan pada tautan dan pilih&nbsp;<strong>Simpan tautan sebagai...</strong>&nbsp;/&nbsp;<strong>Unduh file tertaut</strong><br>< /div>
</div>",id,295896
e03f2400c97f17e100f2635b397e6816,ANNULÉ: Webinaire « Réflexions sur MEC » - E-Learning Touch' (Français/French),ANNULÉ: Webinaire « Réflexions sur MEC » - E-Learning Touch' (Français/French),id,189129
64705e0c0780321bc0840ab77b966167,"<div class=""no-overflow"">En raison de circonstances inattendues, nous sommes contraints d'annuler le webinaire prévu. Nous prévoyons de le reprogrammer au début de l'année 2024 et vous informerons de la nouvelle date dès qu'elle sera fixée.</div>","<div class=""no-overflow"">Karena keadaan yang tidak dihadiri, kami memiliki beberapa kendala untuk membatalkan webinar sebelumnya. Kami memantau pemograman ulang pada debut tahun 2024 dan memberi tahu Anda tanggal baru yang akan diperbaiki.</div>",id,189129
d45bfd18d816224f7ae70f03b79aba87,Webinar recording 'Reflections on MEC' - Catalyst,Rekaman webinar 'Refleksi MEC' - Catalyst,id,3582
13d86c088441254387743b18e97b05ec,Slides from the webinar 'Reflections on MEC' - Catalyst,Slide dari webinar 'Refleksi MEC' - Catalyst,id,3583
27b8f61bf6b6a44f285a4784d755afbc,Webinar recording 'Reflections on MEC' - Moodle US,Rekaman webinar 'Refleksi MEC' - Moodle US,id,11932
caeaf516872bb9987a3ed9e3f9d5dcf7,"<p dir=""ltr"">https://youtu.be/vaQreJfzsoI</p>
<p dir=""ltr"">If you missed the webinar, you can watch the recording on YouTube above, or download it via the link below.&nbsp;<br>
</p><p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.mp4"">Download webinar recording</a>* (95MB)<br><br></p>
    <p dir=""ltr"">Download webinar transcript* (<a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.srt"">.srt</a>) | (<a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.txt"">.txt</a>)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">how can I view subtitles on the video files?</a></p>
</div>
<div id=""urlintro"">
    <div><br>* To download, right click on the links and choose&nbsp;<strong>Save link as...</strong>&nbsp;/&nbsp;<strong>Download linked file</strong><br></div>
</div><br><br>","<p dir=""ltr"">https://youtu.be/vaQreJfzsoI</p>
<p dir=""ltr"">Jika Anda melewatkan webinar, Anda dapat menonton rekamannya di YouTube di atas, atau mengunduhnya melalui tautan di bawah.&nbsp;<br>
</p><p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.mp4"">Unduh rekaman webinar</a>* (95 MB )<br><br></p>
    <p dir=""ltr"">Unduh transkrip webinar* (<a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.srt"">.srt</a >) | (<a href=""https://moodle.academy/pluginfile.php/11932/mod_page/content/4/ReflectionsOnMEC-MoodleUS.txt"">.txt</a>)<br><span class=""moodle- oranye bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">bagaimana cara melihat subtitle pada file video?</ a></p>
</div>
<div id=""urlintro"">
    <div><br>* Untuk mengunduh, klik kanan pada tautan dan pilih&nbsp;<strong>Simpan tautan sebagai...</strong>&nbsp;/&nbsp;<strong>Unduh file tertaut</strong><br>< /div>
</div><br><br>",id,11932
06a92ed988a716d3fb37774e511d1362,Slides from the webinar 'Reflections on MEC' - Moodle US,Slide dari webinar 'Refleksi MEC' - Moodle US,id,11403
6c81d5f2b50bc8da6e1c0bc4803b770d,Webinar recording 'Reflections on MEC' - Enovation,Rekaman webinar 'Refleksi MEC' - Enovation,id,15250
7fee7a9ac7326fdbe2814b67128eebbe,"<p dir=""ltr""><span style="""">https://youtu.be/g3xTIdW7LCY<br></span></p>
<p dir=""ltr"">If you missed the webinar, you can watch the recording on YouTube above, or download it via the link below.</p>
<p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15250/mod_page/content/9/ReflectionsOnMEC-Enovation.mp4"">Download webinar recording</a>* (91MB)<br><br></p>
  <!--- MAKE VISIBLE WHEN TRANSCRIPT IS READY 
    <p dir=""ltr"">Download webinar transcript* (.srt) | (.txt)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">how can I view subtitles on the video files?</a></p>
--->
</div>
<div id=""urlintro"">
    <div><br>* To download, right click on the links and choose&nbsp;<strong>Save link as...</strong>&nbsp;/&nbsp;<strong>Download linked file</strong><br></div>
</div><br><br>","<p dir=""ltr""><span style="""">https://youtu.be/g3xTIdW7LCY<br></span></p>
<p dir=""ltr"">Jika Anda melewatkan webinar, Anda dapat menonton rekamannya di YouTube di atas, atau mendownloadnya melalui link di bawah.</p>
<p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15250/mod_page/content/9/ReflectionsOnMEC-Enovation.mp4"">Unduh rekaman webinar</a>* (91 MB )<br><br></p>
  <!--- MAKE VISIBLE WHEN TRANSCRIPT IS READY 
    <p dir=""ltr"">Unduh transkrip webinar* (.srt) | (.txt)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279 "">bagaimana cara melihat subtitle pada file video?</a></p>
--->
</div>
<div id=""urlintro"">
    <div><br>* Untuk mengunduh, klik kanan pada tautan dan pilih&nbsp;<strong>Simpan tautan sebagai...</strong>&nbsp;/&nbsp;<strong>Unduh file tertaut</strong><br>< /div>
</div><br><br>",id,15250
20078873b0f5b460656fcc167f7ae9b9,Slides from the webinar 'Reflections on MEC' - Enovation,Slide dari webinar 'Refleksi MEC' - Enovation,id,11408
7126ea095676da7c8e31a7dca83b654c,Webinar recording 'Reflexiones sobre el MEC' - 3&Punt,Rekaman webinar 'Reflexiones sobre el MEC' - 3&Punt,id,15249
7168cffc3ed27376bb7f1af158d5d45b,"<p dir=""ltr""><span style="""">https://youtu.be/I2DmXXlwirY<br></span></p>
<p dir=""ltr"">If you missed the webinar, you can watch the recording on YouTube above, or download it via the link below.</p>
<p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15249/mod_page/content/8/ReflectionsOnMEC-3iPunt.mp4"">Download webinar recording</a>* (80MB)<br><br></p>
    <!--- MAKE VISIBLE WHEN TRANSCRIPT IS READY 
    <p dir=""ltr"">Download webinar transcript* (.srt) | (.txt)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">how can I view subtitles on the video files?</a></p>
--->
</div>
<div id=""urlintro"">
    <div><br>* To download, right click on the links and choose&nbsp;<strong>Save link as...</strong>&nbsp;/&nbsp;<strong>Download linked file</strong><br></div>
</div><br><br>","<p dir=""ltr""><span style="""">https://youtu.be/I2DmXXlwirY<br></span></p>
<p dir=""ltr"">Jika Anda melewatkan webinar, Anda dapat menonton rekamannya di YouTube di atas, atau mendownloadnya melalui link di bawah.</p>
<p></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15249/mod_page/content/8/ReflectionsOnMEC-3iPunt.mp4"">Unduh rekaman webinar</a>* (80 MB )<br><br></p>
    <!--- MAKE VISIBLE WHEN TRANSCRIPT IS READY 
    <p dir=""ltr"">Unduh transkrip webinar* (.srt) | (.txt)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279 "">bagaimana cara melihat subtitle pada file video?</a></p>
--->
</div>
<div id=""urlintro"">
    <div><br>* Untuk mengunduh, klik kanan pada tautan dan pilih&nbsp;<strong>Simpan tautan sebagai...</strong>&nbsp;/&nbsp;<strong>Unduh file tertaut</strong><br>< /div>
</div><br><br>",id,15249
908ed924f0f31f09feecc24decabd2e0,Slides from the webinar 'Reflexiones sobre el MEC' - 3&Punt,Slide dari webinar 'Reflexiones sobre el MEC' - 3&Punt,id,11435
ce613618a8edd873ef4eb9e64d789ee9,Webinar recording 'Reflexiones sobre el MEC' - BuenData,Rekaman webinar 'Reflexiones sobre el MEC' - BuenData,id,15247
73caa9e5c1b2db2e8cffa0594b9704f0,"<p dir=""ltr"">https://youtu.be/2V6oRmRixBg</p>
<p dir=""ltr"">If you missed the webinar, you can watch the recording on YouTube above, or download it via the link below.&nbsp;<br></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15247/mod_page/content/6/ReflexionessobreelMEC_BuenData.mp4"" title=""Download webinar recording"">Download webinar recording</a>* (99MB)<br><br></p>
  <!--
    <p dir=""ltr"">Download webinar transcript* (<a href=""#"">.srt</a>) | (<a href=""#"">.txt</a>)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy/mod/glossary/showentry.php?eid=279"">how can I view subtitles on the video files?</a></p>
-->
</div>
<div id=""urlintro"">
    <div><br>* To download, right click on the links and choose&nbsp;<strong>Save link as...</strong>&nbsp;/&nbsp;<strong>Download linked file</strong><br></div>
</div><br><br>","<p dir=""ltr"">https://youtu.be/2V6oRmRixBg</p>
<p dir=""ltr"">Jika Anda melewatkan webinar, Anda dapat menonton rekamannya di YouTube di atas, atau mendownloadnya melalui link di bawah ini.&nbsp;<br></p>
<div class=""editor-indent"" style=""margin-left: 30px;"">
    <p dir=""ltr""><a href=""https://moodle.academy/pluginfile.php/15247/mod_page/content/6/ReflexionessobreelMEC_BuenData.mp4"" title=""Unduh rekaman webinar"">Unduh rekaman webinar</ a>* (99MB)<br><br></p>
  <!--
    <p dir=""ltr"">Unduh transkrip webinar* (<a href=""#"">.srt</a>) | (<a href=""#"">.txt</a>)<br><span class=""moodle-orange bold larger"">›&nbsp;</span><a href=""https://moodle.academy /mod/glossary/showentry.php?eid=279"">bagaimana cara melihat subtitle pada file video?</a></p>
-->
</div>
<div id=""urlintro"">
    <div><br>* Untuk mengunduh, klik kanan pada tautan dan pilih&nbsp;<strong>Simpan tautan sebagai...</strong>&nbsp;/&nbsp;<strong>Unduh file tertaut</strong><br>< /div>
</div><br><br>",id,15247
3b1584c6c553ff7bb2985dcd9f3f942f,Slides from the webinar 'Reflexiones sobre el MEC' - BuenData,Slide dari webinar 'Reflexiones sobre el MEC' - BuenData,id,11450
3f5b9454aac5a177c53330e8a5b22b7d,"<p dir=""ltr"" style=""text-align: left;"">How do you usually grade learners in Moodle?</p>","<p dir=""ltr"" style=""text-align: left;"">Bagaimana biasanya Anda menilai pelajar di Moodle?</p>",id,537
7018b7a59d180d671108d3130d5ea0bf,Your answer is correct.,,id,537
5ab30b5b672573fa68aea795912ab187,Your answer is partially correct.,,id,537
ab5538131b1d021eed63f8fe25dfbac5,Your answer is incorrect.,,id,537
494ceee0243921ca14aa1dd70daa8c0d,"I don't usually use Moodle for grading learners directly, but for example, my learners might access materials on Moodle and then email me their work to grade.","Saya biasanya tidak menggunakan Moodle untuk menilai peserta didik secara langsung, namun misalnya, peserta didik saya mungkin mengakses materi di Moodle dan kemudian mengirimkan tugas mereka melalui email untuk dinilai.",id,537
bf0f2a2dc070bbeb67049eaf1e85b0e3,"<p dir=""ltr"" style=""text-align: left;"">You really need experience with Moodle's own grading before you can consider doing the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Anda benar-benar memerlukan pengalaman dengan penilaian Moodle sendiri sebelum Anda dapat mempertimbangkan untuk melakukan MEC.</p>",id,537
f4ece953dea86bc8eae5d6f23cfe323a,"<p dir=""ltr"" style=""text-align: left;"">I grade learners with quizzes and/or assignments with simple points grading.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya menilai pelajar dengan kuis dan/atau tugas dengan penilaian poin sederhana.</p>",id,537
0fca7e433f46f6dbc6395e68048b6f7a,"<p dir=""ltr"" style=""text-align: left;"">This is a good start, although a strong MEC candidate needs more experience than you currently have with grading.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah awal yang baik, meskipun kandidat MEC yang kuat membutuhkan lebih banyak pengalaman daripada yang Anda miliki saat ini dalam penilaian.</p>",id,537
6c47da697e36cdfacda8eec9cf72641e,"<p dir=""ltr"" style=""text-align: left;"">I use a variety of grading methods for example assignments with rubrics, quizzes with advanced settings or adding grades directly into the gradebook.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya menggunakan berbagai metode penilaian misalnya tugas dengan rubrik, kuis dengan pengaturan lanjutan atau menambahkan nilai langsung ke buku nilai.</p>",id,537
26838d04a818b52123b6863632ce8d23,Your experience grading in Moodle suggests you are a good candidate for the MEC.,Pengalaman Anda dalam menilai di Moodle menunjukkan bahwa Anda adalah kandidat yang baik untuk MEC.,id,537
0fae38b471d8ec5bf8638f09a1bfc92d,"<p dir=""ltr"" style=""text-align: left;"">How many of these assessment techniques have you tried in Moodle?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Summative (or graded) assessment.</li><li>Formative or Informal assessment (ungraded)</li><li>Peer assessment.</li><li>Self assessment.</li></ul><p></p>","<p dir=""ltr"" style=""text-align: left;"">Berapa banyak teknik penilaian berikut yang telah Anda coba di Moodle?</p><p dir=""ltr"" style=""text-align: left;""></p><ul><li>Penilaian sumatif (atau dinilai).</li><li>Penilaian Formatif atau Informal (tidak dinilai) </li><li>Penilaian oleh rekan.</li><li>Penilaian mandiri.</li></ul><p></p>",id,537
7a99f476f5385dc2e2e1e14ff5705f36,Your answer is correct.,,id,537
6a9c88a7c94e15bf6145cd173ec11ab1,Your answer is partially correct.,,id,537
e78291be431bad4920d2f1e3649a8916,Your answer is incorrect.,,id,537
3547197061bb02dbf89184cd9a3089ed,"<p dir=""ltr"" style=""text-align: left;"">None of these, but I plan to try them soon.</p>","<p dir=""ltr"" style=""text-align: left;"">Tidak satupun dari ini, tapi saya berencana untuk segera mencobanya.</p>",id,537
e33bc30cc15df992d0d9f48bd997428a,"<p dir=""ltr"" style=""text-align: left;"">An MEC candidate really needs to have assessed learners within Moodle.&nbsp;</p>","<p dir=""ltr"" style=""text-align: left;"">Calon MEC benar-benar perlu melakukan penilaian terhadap pembelajar dalam Moodle.&nbsp;</p>",id,537
69745c3d094561027d23c30e3b6557cf,"<p dir=""ltr"" style=""text-align: left;"">One or two.</p>","<p dir=""ltr"" style=""text-align: left;"">Satu atau dua.</p>",id,537
9092c3f44b610f70cf34900e278a9e79,"<p dir=""ltr"" style=""text-align: left;"">A strong MEC candidate should have tried several different assessment techniques in Moodle. Depending&nbsp; on your experience and training you might possibly be ready to take the MEC, although we advise you to explore assessment further before applying.&nbsp;</p>","<p dir=""ltr"" style=""text-align: left;"">Kandidat MEC yang kuat seharusnya sudah mencoba beberapa teknik penilaian yang berbeda di Moodle. Tergantung&nbsp; pada pengalaman dan pelatihan Anda, Anda mungkin siap untuk mengambil MEC, meskipun kami menyarankan Anda untuk mengeksplorasi penilaian lebih jauh sebelum mendaftar.&nbsp;</p>",id,537
ece6f300bf0cd6d7c145ac36bb60ac04,"<p dir=""ltr"" style=""text-align: left;"">I have tried three or four of these at least once.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya telah mencoba tiga atau empat di antaranya setidaknya sekali.</p>",id,537
f0150070a13e897da0cb71f5708bc410,"<p dir=""ltr"" style=""text-align: left;"">A strong MEC candidate should have tried several different assessment techniques in Moodle and your answer suggests you are ready to take the MEC.</p>","<p dir=""ltr"" style=""text-align: left;"">Kandidat MEC yang kuat seharusnya sudah mencoba beberapa teknik penilaian yang berbeda di Moodle dan jawaban Anda menunjukkan bahwa Anda siap untuk mengambil MEC.</p>",id,537
87347b20a13860bee26a6abf551d96c1,"<p dir=""ltr"" style=""text-align: left;"">What kind of digital resources do you usually create?</p>","<p dir=""ltr"" style=""text-align: left;"">Jenis sumber daya digital apa yang biasanya Anda buat?</p>",id,537
37bc35bcdf472761988b500402f44ef6,Your answer is correct.,,id,537
2c49b717de545c0c868be504f721bce1,Your answer is partially correct.,,id,537
252fbcfa8ceb0e4f14b9baf68d179ef4,Your answer is incorrect.,,id,537
af4065712008f0a6dfe86e85128273d6,"<p dir=""ltr"" style=""text-align: left;"">I don't create my own digital resources because I use those in our organisation or professionally produced materials.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya tidak membuat sumber daya digital sendiri karena saya menggunakannya di organisasi kami atau materi yang diproduksi secara profesional.</p>",id,537
3fbc06124e8b44b077087eec6eac8281,"<p dir=""ltr"" style=""text-align: left;"">That is understandable; however, an MEC candidate should have experience creating their own materials.</p>","<p dir=""ltr"" style=""text-align: left;"">Itu bisa dimengerti; namun, calon MEC harus memiliki pengalaman membuat materinya sendiri.</p>",id,537
a9ce39728601dddbf33c3e0ff2429249,"<p dir=""ltr"" style=""text-align: left;"">I create text documents and presentations (such as Word™ and Powerpoint™).</p>","<p dir=""ltr"" style=""text-align: left;"">Saya membuat dokumen teks dan presentasi (seperti Word™ dan Powerpoint™).</p>",id,537
a3e69379184ea47b66584fe1505dfd15,"<p dir=""ltr"" style=""text-align: left;"">This is a start; however, an MEC candidate should have experience creating a wider variety of materials.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini adalah permulaan; namun, calon MEC harus memiliki pengalaman dalam menciptakan variasi material yang lebih luas.</p>",id,537
6bffe2506825386f4fe2c98648237192,"<p dir=""ltr"" style=""text-align: left;"">I create and/or modify a variety of digital resources such as audio or video files, H5P content or other commercial e-learning authoring tools.</p>","<p dir=""ltr"" style=""text-align: left;"">Saya membuat dan/atau memodifikasi berbagai sumber daya digital seperti file audio atau video, konten H5P, atau alat pembuat e-learning komersial lainnya.</p>",id,537
82b6747a548af5d4f8de07e60a7fa9f9,"<p dir=""ltr"" style=""text-align: left;"">This is good. An MEC candidate should have experience creating a wide variety of materials.</p>","<p dir=""ltr"" style=""text-align: left;"">Ini bagus. Kandidat MEC harus memiliki pengalaman membuat berbagai macam material.</p>",id,537
b7c68131371c7d18422860da53cb651d,How well do you understand the importance of Data privacy (eg GDPR) and online safety?<br>,Seberapa baik Anda memahami pentingnya privasi data (misalnya GDPR) dan keamanan online?<br>,id,537
f976de2e282841a12cd0317b7c3b4ac4,Your answer is correct.,,id,537
